Name,Rating,Pace,Shooting,Passing,Dribbling,Defense,Physical,Vision,Reflex,Composure,Jumping,Foot,Age
Iván Piris,70,69,48,61,68,69,68,46,71,70,70,Right,35
Robert Piris Da Motta,70,61,39,58,62,69,79,57,60,58,75,Right,30
Bruno Pittón,70,71,67,70,65,64,65,64,67,67,77,Left,31
Mauro Pittón,70,78,56,69,70,66,70,68,66,58,68,Right,30
Felix Platte,70,68,69,54,63,25,75,57,67,63,82,Right,28
Vicente Poggi,70,76,48,68,73,64,67,73,69,51,64,Right,22
Matt Polster,70,46,46,66,64,65,79,62,64,65,66,Right,31
Finn Porath,70,79,62,67,73,62,67,69,68,68,66,Right,27
Ryan Porteous,70,68,42,62,60,68,80,64,62,61,78,Right,25
Lucas Possignolo,70,49,37,46,50,70,75,31,67,58,77,Right,30
Álex Pozo,70,73,64,66,73,66,50,63,67,55,62,Right,25
Adonis Preciado,70,89,55,62,69,49,47,60,69,63,65,Right,27
Ivan Prtajin,70,64,70,54,64,29,76,67,67,71,84,Right,28
Pubill,70,78,56,62,67,64,78,53,69,65,83,Right,21
Tymoteusz Puchacz,70,86,64,62,70,63,80,57,64,60,79,Left,25
Arnau Puigmal,70,67,62,71,72,57,51,71,68,68,50,Right,23
Afimico Pululu,70,92,68,57,71,26,68,60,60,61,83,Left,25
Julián Quiñónes,70,55,35,49,42,68,83,38,61,55,87,Right,34
Leonel Quiñonez,70,76,63,68,68,65,73,65,64,66,74,Left,31
Aarón Quirós,70,62,49,63,65,72,59,58,71,67,74,Left,22
Matheo Raab,70,70,69,67,70,25,70,36,60,39,47,Right,25
Boris Radunović,70,73,65,68,75,40,68,35,63,54,65,Right,28
Miguel Nóbrega,70,56,36,48,48,71,76,38,68,61,81,Right,24
Yonatthan Rak,70,66,39,54,53,71,71,42,60,69,80,Right,31
Joe Ralls,70,54,65,71,67,65,68,72,68,70,59,Left,30
Ylber Ramadani,70,54,58,60,64,68,77,59,65,64,69,Right,28
Jesús Ramírez,70,79,67,58,67,35,69,67,71,52,78,Right,26
Roberto Ramírez,70,72,67,66,73,48,69,43,62,35,64,Right,28
Benito,70,86,65,65,70,63,67,62,67,68,80,Left,29
Aaron Ramsey,70,73,63,67,72,50,60,70,62,65,59,Right,21
Federico Ravaglia,70,72,67,67,75,37,69,21,60,23,50,Right,24
Abderrahman Rebbach,70,71,70,66,70,36,68,62,59,54,71,Right,26
Bryan Reyna,70,88,65,58,75,30,49,49,61,57,51,Right,26
César Rigamonti,70,69,69,65,71,40,71,34,67,35,64,Right,37
Williams Riveros,70,58,39,50,53,69,76,36,65,56,77,Right,31
Nuno Moreira,70,73,66,67,72,33,48,68,73,65,57,Left,25
Santiago Rodríguez,70,72,72,64,71,32,61,64,60,70,74,Left,27
Baltasar Rodríguez,70,74,60,68,73,52,48,69,64,70,55,Right,21
Alan Rodríguez,70,83,52,69,68,62,59,60,67,53,62,Left,24
Diego Rodríguez,70,64,56,66,67,67,70,61,72,68,71,Right,35
Puertas,70,75,68,66,69,43,74,68,67,68,80,Right,32
Yoel,70,70,69,68,67,38,69,45,72,57,60,Right,36
Taras Romanczuk,70,58,62,63,62,69,83,64,70,62,78,Left,32
Santiago Romero,70,65,68,66,60,69,71,69,73,62,76,Right,34
Keegan Rosenberry,70,68,51,61,65,68,74,57,67,68,71,Right,30
Loreintz Rosier,70,61,59,65,66,68,78,67,69,66,77,Right,26
Pablo Ruiz,70,66,59,66,67,68,65,63,68,63,54,Left,25
Ramiro Ruiz Rodríguez,70,79,68,66,70,38,67,67,68,68,79,Right,24
Marwane Saadane,70,55,51,60,61,68,84,49,62,62,77,Right,32
Cheikh Sabaly,70,84,64,64,72,23,43,62,57,61,53,Right,25
Kyriani Sabbe,70,76,51,68,71,63,58,64,64,55,63,Right,19
Stefano Sabelli,70,70,39,60,63,66,67,54,70,69,64,Right,31
Saborit,70,69,47,64,66,68,75,52,63,61,81,Left,32
Michal Sáček,70,74,63,67,69,64,72,68,69,70,73,Right,27
Marco Sala,70,81,54,66,68,63,65,63,65,61,72,Left,25
Ibrahim Salah,70,73,69,58,72,30,67,61,69,59,70,Right,23
Anton Salétros,70,64,63,71,69,63,71,71,69,63,63,Left,28
Tobias Salquist,70,67,41,51,52,69,80,42,68,66,81,Right,29
Mamadou Samassa,70,68,69,67,69,49,69,47,70,61,68,Right,34
Braian Samudio,70,78,65,63,71,38,69,68,69,67,86,Right,28
Adrián,70,70,70,67,69,43,69,32,69,57,62,Right,37
Diego Sánchez,70,70,69,69,70,49,66,45,67,59,66,Right,37
Adrián Sánchez,70,62,55,68,66,64,71,69,70,68,65,Right,25
Salvi Sánchez,70,85,63,66,71,36,46,66,66,64,49,Right,33
Agustín Sández,70,75,42,56,62,67,79,42,66,51,80,Left,23
Hevertton,70,79,57,64,70,64,72,54,63,60,73,Right,23
Kevin,70,78,63,66,74,33,54,70,66,65,60,Right,21
Rúben Fernandes,70,52,51,58,56,72,75,55,67,71,71,Left,38
Carlos Ponck,70,68,45,52,60,69,77,44,63,63,84,Right,29
Aitor Sanz,70,49,64,68,69,67,72,73,70,67,59,Right,40
Noah Joel Sarenren Bazee,70,78,61,64,73,29,49,62,68,58,69,Right,28
Elvis Sarić,70,64,61,69,70,62,72,72,70,72,71,Left,34
Zvonimir Šarlija,70,58,32,49,48,70,76,46,65,61,74,Right,28
George Saville,70,60,66,69,69,68,73,72,72,64,70,Left,31
Bruno Sávio,70,72,69,64,69,26,60,66,73,59,74,Right,30
Ron Schallenberg,70,60,49,59,64,69,73,63,70,67,70,Right,25
Louis Schaub,70,60,66,70,73,41,66,72,67,72,65,Left,29
Daniel Schmidt,70,70,69,69,72,17,66,50,66,33,55,Right,32
Ignacio Schor,70,75,62,67,70,51,64,70,65,71,67,Right,24
Rasmus Schüller,70,44,55,63,64,70,73,63,69,65,63,Left,33
Patrick Schulte,70,69,65,75,71,21,68,39,68,36,47,Left,23
Alexander Schwolow,70,72,62,63,73,37,70,36,70,24,60,Right,32
Léo Scienza,70,79,66,64,75,29,52,65,65,61,65,Right,26
Stefano Scognamillo,70,78,45,58,59,69,78,55,67,66,86,Left,30
Paul Seguin,70,63,61,72,69,67,73,72,72,73,71,Right,29
Ken Sema,70,76,65,68,71,60,68,69,65,63,63,Left,30
Marvin Senaya,70,70,46,57,67,67,64,46,68,66,67,Right,23
Kaly Sène,70,85,71,62,73,27,68,69,60,72,68,Right,23
Leonardo Sequeira,70,77,70,60,67,35,61,59,63,62,87,Right,29
Francho Serrano,70,70,62,68,70,62,68,70,64,68,66,Right,22
Gaspar Servio,70,69,70,71,70,48,67,40,66,33,57,Right,32
Ilya Shkurin,70,73,66,60,66,35,80,68,68,65,92,Right,25
Giuseppe Sibilli,70,79,69,64,73,34,68,66,66,65,75,Right,28
Jamil Siebert,70,74,33,50,52,68,80,40,65,55,75,Right,22
Kaj Sierhuis,70,65,70,57,67,29,75,58,69,70,74,Right,26
Francisco Sierralta,70,52,30,51,52,69,74,33,68,52,75,Right,27
Manu Silva,70,59,40,59,56,69,76,54,70,55,77,Right,23
Romário Baró,70,71,66,69,72,56,60,67,72,72,59,Right,24
Gabriel Silva,70,76,67,64,71,27,58,65,66,70,71,Right,22
Aral Şimşir,70,76,62,65,72,36,60,68,64,66,61,Right,22
Lassine Sinayoko,70,74,70,62,70,28,70,64,69,68,81,Right,24
Regan Slater,70,70,62,68,72,65,69,70,69,70,69,Right,25
Bartosz Slisz,70,70,54,66,67,65,73,66,69,70,71,Right,25
Rafa Soares,70,74,60,67,70,66,66,63,64,65,70,Left,29
Lucas Soares,70,82,37,57,69,65,60,49,67,61,58,Right,26
Eduard Sobol,70,74,64,67,68,67,69,65,64,63,74,Left,29
Markus Solbakken,70,70,58,68,72,60,70,71,70,72,68,Right,24
Oliver Sonne,70,77,45,63,67,63,66,57,67,59,68,Right,23
Jacob Sørensen,70,63,55,65,67,68,70,64,65,80,72,Right,26
Luca Sosa,70,69,37,56,58,70,75,46,63,67,79,Left,30
Alexis Soto,70,79,46,62,71,64,73,57,64,58,70,Left,30
Arnaud Souquet,70,65,58,66,68,66,70,64,69,70,71,Right,32
Dario Špikić,70,82,66,63,73,49,60,59,61,60,69,Right,25
Jorne Spileers,70,73,31,58,57,70,71,57,68,68,76,Right,19
Filip Stanković,70,69,68,66,75,50,68,21,65,30,60,Right,22
Marius Ștefănescu,70,90,64,63,70,58,70,62,61,67,75,Left,26
Dejan Stojanović,70,71,65,64,73,37,70,27,64,56,59,Left,31
Florian Stritzel,70,72,68,54,70,34,74,24,57,29,63,Right,30
Petar Sučić,70,69,59,69,72,58,71,73,70,80,64,Right,20
Adrian Șut,70,70,62,62,63,69,78,63,70,66,76,Right,25
Stratos Svarnas,70,73,36,49,50,70,79,44,65,59,81,Right,26
Oleksandr Svatok,70,63,36,54,51,71,71,38,65,60,73,Right,29
Daniel Svensson,70,77,50,70,71,66,68,70,72,72,63,Left,22
Williot Swedberg,70,71,68,66,71,59,60,69,68,70,66,Right,20
Ross Sykes,70,37,47,54,54,69,79,51,66,61,78,Right,25
Moussa Sylla,70,84,69,60,72,24,64,64,70,66,77,Right,24
Panagiotis Tachtsidis,70,46,61,69,63,66,80,67,62,66,78,Left,33
Adam Taggart,70,83,69,60,68,38,71,65,66,75,82,Right,31
Benjamin Tahirović,70,54,50,65,68,64,72,62,66,65,63,Right,21
Ștefan Târnovanu,70,68,65,65,73,55,73,55,66,32,62,Right,24
Djaniny,70,79,70,66,69,35,74,72,64,71,82,Right,33
Loum Tchaouna,70,75,72,63,71,37,59,60,65,63,65,Left,21
Enzo Tchato,70,82,45,59,65,66,61,59,66,53,70,Right,21
Sergio Tejera,70,66,65,69,69,66,76,68,66,72,72,Left,34
Renzo Tesuri,70,86,63,64,71,42,48,61,68,61,53,Right,28
Romain Thomas,70,32,36,51,44,71,69,37,69,67,73,Left,36
Brandon Thomas-Asante,70,83,69,58,70,31,74,58,67,66,82,Right,25
Tiago Orobó,70,78,71,51,65,26,76,54,59,66,88,Right,30
Muhamed Tijani,70,72,69,55,62,27,79,63,68,69,90,Right,24
Timor,70,36,66,71,66,67,77,72,65,71,65,Left,34
Anton Tinnerholm,70,70,51,63,65,65,78,64,72,68,59,Right,33
Fernando Tobio,70,45,30,53,46,69,79,27,66,63,81,Right,34
Umut Tohumcu,70,69,62,68,72,46,53,72,70,70,46,Right,20
John Tolkin,70,81,46,63,64,65,68,55,64,52,70,Left,22
Santiago Toloza,70,66,69,67,69,49,50,70,68,62,42,Right,21
Mirko Topić,70,65,48,61,61,71,74,54,67,61,75,Right,23
Marlon Torres,70,74,43,50,49,68,80,40,63,57,91,Right,28
Ahmed Touba,70,72,53,61,62,68,80,58,64,59,78,Left,26
Lewis Travis,70,63,59,64,66,67,78,65,67,66,72,Right,26
Enrique Triverio,70,45,74,55,69,30,74,62,71,72,78,Right,35
Alexis Trouillet,70,63,55,69,74,60,63,72,71,69,67,Left,23
Frank Tsadjout,70,78,69,51,67,31,77,46,65,61,84,Left,25
Keigo Tsunemoto,70,76,49,61,64,66,59,60,64,51,65,Right,25
Josh Tymon,70,74,52,68,65,64,71,66,65,60,71,Left,25
Iké Ugbo,70,74,68,57,68,29,69,63,72,68,77,Right,25
Benjamin Uphoff,70,69,69,64,71,38,69,26,66,23,59,Right,31
Gerard Valentín,70,89,53,59,75,61,72,57,61,59,71,Right,31
Manu Vallejo,70,72,70,67,70,43,61,68,72,69,70,Right,27
Rav van den Berg,70,65,35,51,60,70,70,47,70,67,77,Right,20
Kévin Van Den Kerkhof,70,82,65,64,68,63,74,58,66,59,82,Right,28
Ignace Van der Brempt,70,76,55,64,70,64,74,66,67,59,75,Right,22
Rick van Drongelen,70,61,26,56,53,69,73,55,62,56,79,Left,25
Stijn van Gassel,70,71,68,64,74,44,68,39,65,41,64,Left,27
Nikola Vasilj,70,70,67,65,71,34,71,42,68,55,63,Right,28
Will Vaulks,70,52,62,66,62,66,76,65,66,68,68,Right,31
Luis Vázquez,70,70,69,59,67,34,74,65,67,68,84,Right,23
Jesús Vázquez,70,72,50,65,66,67,62,58,70,64,69,Left,21
Stefano Vecchia,70,78,72,65,70,36,68,66,68,72,66,Right,29
Stiven Vega,70,65,58,67,65,68,71,71,68,50,68,Right,26
Daniele Verde,70,74,72,68,75,36,46,69,63,70,50,Left,28
Vincent Vermeij,70,50,69,57,60,34,75,59,71,69,85,Right,30
Ranko Veselinović,70,66,27,49,50,70,78,34,68,60,74,Right,25
Francesco Vicari,70,33,27,52,45,71,65,41,68,62,69,Right,30
Joel Pereira,70,73,41,67,67,64,67,62,65,57,66,Right,27
Alex Vigo,70,85,57,63,73,62,72,68,63,67,76,Right,25
Oliver Villadsen,70,86,48,63,71,62,66,65,67,64,66,Right,22
Carlos Villalba,70,63,51,60,68,68,73,61,70,65,74,Right,26
Andreas Voglsammer,70,74,69,66,69,43,79,69,68,66,82,Right,32
Aleksandar Vukotić,70,46,42,49,41,68,82,49,59,57,74,Left,29
Güray Vural,70,74,68,71,71,64,64,73,70,72,69,Left,36
Zak Vyner,70,68,35,56,62,70,72,52,66,64,76,Right,27
Robert Wagner,70,63,45,66,71,62,72,68,70,66,59,Right,21
Sebastian Walukiewicz,70,50,38,48,57,70,74,40,62,69,79,Right,24
Andreas Weimann,70,70,72,65,71,45,72,72,72,65,75,Right,33
Brice Wembangomo,70,91,52,61,72,61,74,63,63,65,81,Right,27
Joe Williams,70,56,57,66,68,67,67,65,65,63,60,Right,27
Joe Willis,70,71,70,65,70,47,71,35,63,46,67,Left,36
Willum Þór Willumsson,70,56,68,71,70,53,80,72,63,64,68,Left,25
Nicolas Wimmer,70,49,45,51,59,70,79,53,68,58,79,Left,29
Josh Windass,70,85,69,66,72,35,65,67,68,71,77,Right,30
Lewis Wing,70,58,67,70,70,63,70,70,68,67,56,Right,29
David Møller Wolfe,70,77,52,59,68,65,72,53,66,57,75,Left,22
Won Du Jae,70,63,51,62,60,67,80,68,60,57,79,Right,26
Güven Yalçın,70,78,72,61,71,23,62,62,64,60,78,Right,25
Gerard Yepes,70,63,55,67,69,68,50,65,68,68,49,Right,22
Kenan Yıldız,70,75,61,66,73,28,61,70,58,60,73,Right,19
Yuri,70,69,70,55,64,34,82,62,65,66,86,Right,26
Mihael Žaper,70,66,52,66,61,69,73,69,68,56,78,Right,26
Gabriele Zappa,70,75,55,61,67,65,70,55,68,60,65,Right,24
Oskar Zawada,70,76,68,56,63,39,80,60,67,54,88,Right,28
Deyovaisio Zeefuik,70,80,41,60,67,66,77,57,65,60,78,Right,26
Andi Zeqiri,70,68,69,60,72,23,67,60,71,59,79,Left,25
Luca Zidane,70,72,67,66,70,37,71,52,65,33,50,Right,26
Nadir Zortea,70,64,59,67,72,67,52,63,70,68,54,Right,25
Abdellah Zoubir,70,74,66,67,73,33,59,73,65,59,74,Right,32
Alemão,70,74,71,63,68,25,76,65,65,70,83,Right,26
Paxten Aaronson,69,74,61,64,72,45,48,69,61,62,53,Right,21
Afonso Freitas,69,69,52,60,68,64,66,55,71,61,66,Left,24
Jonás Acevedo,69,72,68,69,69,51,58,70,67,62,63,Left,27
Aceves,69,70,68,69,72,24,69,41,57,37,58,Right,21
Ebou Adams,69,71,58,60,64,67,80,64,66,62,78,Right,28
Sam Adekugbe,69,86,50,60,70,61,76,58,63,65,75,Left,29
Albion Ademi,69,82,61,61,74,30,60,60,63,63,58,Right,25
Arijan Ademi,69,62,63,62,69,67,74,68,70,76,79,Right,33
Shawn Adewoye,69,66,24,47,45,68,72,40,66,66,78,Right,24
Saad Agouzoul,69,44,38,53,51,70,67,52,68,71,69,Left,27
Marc Aguado,69,65,54,68,66,66,61,74,68,72,62,Left,24
Alan Aguerre,69,71,66,62,72,47,70,55,60,50,64,Right,34
Pablo Aguilar,69,51,52,54,57,70,70,58,62,84,75,Right,37
Martín,69,63,35,61,67,67,64,51,69,61,69,Right,28
Naouirou Ahamada,69,70,63,66,73,61,62,72,70,62,67,Right,22
Lucas Ahijado,69,77,59,63,67,63,66,63,63,56,68,Right,29
Youssef Aït Bennasser,69,65,62,72,73,65,65,69,65,69,66,Right,28
Arlind Ajeti,69,61,35,52,54,67,78,45,66,55,78,Right,30
Samet Akaydın,69,61,37,44,49,69,76,32,69,60,76,Right,30
Babajide David Akintola,69,90,62,58,70,40,66,63,62,51,76,Right,28
Abdulelah Al Amri,69,69,29,49,47,67,81,41,63,49,94,Right,27
Mohammed Al Owais,69,77,62,60,71,51,64,45,70,49,65,Left,32
Yasser Al Shahrani,69,75,54,65,70,65,61,62,66,62,71,Right,32
Raúl Alcaina,69,59,68,53,66,20,51,47,72,49,70,Right,24
Faride Alidou,69,83,59,60,73,28,61,61,55,56,76,Right,23
Rasmus Alm,69,83,62,63,71,38,62,62,60,62,62,Right,29
Ricardo Santos,69,67,39,47,49,67,86,42,65,63,77,Right,29
Jak Alnwick,69,69,67,65,69,46,70,52,65,47,60,Left,31
Davo,69,80,69,60,71,36,66,59,63,57,79,Right,29
Skelly Alvero,69,58,52,63,67,64,80,69,66,70,75,Right,22
Antony,69,88,58,61,70,40,55,60,66,67,67,Right,23
Stephan Ambrosius,69,65,30,45,52,68,75,32,64,56,79,Right,25
Emiliano Amor,69,47,36,47,50,69,72,35,65,54,76,Right,29
Magnus Kofod Andersen,69,69,59,67,71,61,76,70,68,73,68,Right,25
Juan Andrada,69,56,51,66,65,63,75,71,65,66,68,Right,29
Stelios Andreou,69,71,30,55,56,68,76,44,64,59,76,Right,22
Anderson Angulo,69,63,26,38,46,70,74,32,65,50,79,Right,28
Álvaro Angulo,69,92,36,58,66,58,63,45,62,61,73,Left,27
Iván Angulo,69,86,60,61,71,40,53,64,67,63,60,Right,25
Oliver Antman,69,77,65,64,72,37,59,71,65,66,66,Right,23
Alexis Antunes,69,70,63,66,74,51,65,68,67,68,58,Right,24
Adil Aouchiche,69,65,63,70,71,56,57,71,68,70,62,Right,22
Mattia Aramu,69,74,62,70,71,52,61,70,64,70,65,Left,29
Alejandro Araque,69,73,66,64,69,47,64,23,69,23,52,Left,29
César Araújo,69,65,53,56,63,63,70,60,75,53,56,Right,23
Héber,69,66,70,55,64,32,68,54,69,68,77,Right,33
Blas Armoa,69,80,63,63,67,23,57,60,66,65,60,Right,24
Bright Akwo Arrey-Mbi,69,84,29,47,57,67,78,46,67,57,83,Left,21
Anderson Arroyo,69,71,29,55,61,69,74,41,67,61,76,Right,24
Jasir Asani,69,80,63,64,68,34,60,63,64,53,57,Left,29
Carlos Ascues,69,57,61,60,66,67,75,66,68,65,75,Right,32
Joel Asoro,69,89,65,59,70,21,70,60,65,60,78,Right,25
Gustavo Assunção,69,64,58,63,70,66,65,64,70,68,61,Right,24
Mehmet Can Aydın,69,77,58,64,73,65,66,62,68,68,68,Right,22
Florian Ayé,69,84,68,56,67,31,73,59,63,64,85,Right,27
Paulo Azzi,69,82,63,64,71,61,69,62,70,67,74,Right,30
Miguel Baeza,69,65,64,72,70,44,50,70,65,65,47,Left,24
Jonas Bager,69,71,31,49,56,69,75,41,67,62,80,Right,28
Samson Baidoo,69,70,26,50,60,68,69,37,61,55,78,Right,20
Theo Bair,69,73,67,50,64,28,79,50,66,65,87,Right,25
Sinan Bakış,69,38,71,56,64,29,67,57,70,64,75,Right,30
Bünyamin Balcı,69,74,45,61,67,64,66,53,64,55,65,Right,24
Josepmir Ballón,69,70,63,66,65,65,76,68,64,70,71,Right,36
Botond Balogh,69,53,33,46,46,71,66,43,67,53,74,Right,22
Alexandru Băluță,69,83,64,66,72,47,67,68,63,67,80,Right,31
Tudor Băluță,69,63,57,67,59,66,75,71,67,71,78,Right,25
Funsho Bamgboye,69,90,64,60,71,35,69,57,64,65,68,Right,25
Dani Silva,69,64,55,67,71,60,68,70,66,65,58,Right,24
Alex Bangura,69,92,30,51,69,60,78,39,62,60,81,Left,25
Shandon Baptiste,69,67,58,67,75,68,65,71,70,74,71,Right,26
Andrea Barberis,69,64,49,68,69,67,59,66,70,65,55,Right,30
Fran Vieites,69,72,63,73,68,34,66,50,69,42,54,Right,25
Dani Barcia,69,61,21,44,43,71,61,31,73,51,67,Left,21
Antonio Bareiro,69,73,55,65,69,33,50,75,63,54,42,Right,35
Filipe Soares,69,66,67,67,71,56,67,68,72,64,64,Right,25
Modou Barrow,69,92,63,60,72,37,57,60,62,66,65,Left,31
Thierno Barry,69,77,69,48,68,22,63,47,66,66,78,Right,21
Bruno Barticciotto,69,81,66,63,71,26,62,62,64,65,81,Right,23
Daniele Baselli,69,64,68,72,73,66,62,71,66,74,67,Right,32
Amine Bassi,69,69,69,69,69,48,63,73,64,62,70,Right,26
Danny Batth,69,30,23,41,38,69,80,39,64,51,74,Right,33
Jon Bautista,69,72,70,58,67,26,66,52,67,69,77,Right,29
Vakoun Issouf Bayo,69,76,68,54,67,25,77,48,66,63,85,Right,27
James Beadle,69,68,67,68,69,46,70,50,60,50,65,Right,20
Tobias Bech,69,82,66,65,70,58,69,66,66,66,81,Left,22
Owen Beck,69,71,51,64,71,64,67,67,68,63,63,Left,22
El Fardou Ben,69,74,70,64,71,35,63,65,66,71,70,Left,35
Mortadha Ben Ouanes,69,72,60,68,68,66,65,70,63,71,70,Left,30
Ahmad Benali,69,76,62,67,73,44,64,70,69,69,62,Right,32
Jonathan Benítez,69,80,63,60,71,39,72,60,63,68,75,Left,33
Romeo Benítez,69,85,59,62,72,33,58,67,64,58,67,Right,21
Oliver Berg,69,75,68,64,69,54,79,70,69,68,76,Right,31
Veton Berisha,69,81,68,62,68,37,81,66,65,65,86,Right,30
Valon Berisha,69,58,64,71,73,59,73,73,67,73,68,Right,31
Álex Bermejo,69,73,69,65,72,53,66,66,62,74,71,Right,25
Bermejo,69,79,58,67,73,41,55,67,68,68,58,Left,27
Di'Shon Bernard,69,66,40,53,59,67,75,52,67,62,77,Right,23
Maxime Bernauer,69,67,53,73,69,68,70,70,68,72,78,Right,26
Léider Berrío,69,65,60,70,69,54,57,72,59,59,58,Right,26
Lucas Besozzi,69,70,63,64,69,27,50,63,63,57,49,Right,21
Max Besuschkow,69,68,61,69,68,66,70,70,66,67,70,Right,27
Luis Binks,69,58,30,52,57,67,78,48,67,65,76,Left,23
Colby Bishop,69,63,68,56,65,34,83,61,71,65,83,Right,27
Miha Blažič,69,56,34,53,46,70,67,58,68,55,74,Right,31
Augustine Boakye,69,86,61,59,72,26,54,66,62,50,58,Left,23
Martin Boakye,69,82,65,58,68,46,79,62,68,61,85,Right,29
Matchoi Djaló,69,86,56,64,74,38,57,66,66,68,62,Right,21
Yann Bodiger,69,51,57,66,64,66,73,68,67,65,69,Left,29
Enrique Bologna,69,69,65,71,71,42,70,51,65,64,65,Right,42
Christopher Bonsu Baah,69,86,63,59,77,29,57,48,65,69,60,Left,19
Brandon Borrello,69,73,69,65,71,44,76,68,68,69,75,Right,29
Jordan Bos,69,87,58,60,69,61,79,63,66,64,83,Left,21
Badredine Bouanani,69,71,64,68,71,31,51,68,58,67,56,Left,19
Josh Bowler,69,73,64,63,74,33,50,62,65,58,50,Left,25
Michael Boxall,69,54,42,58,57,67,80,52,66,60,73,Right,36
Frank Boya,69,45,58,61,60,66,87,53,62,68,78,Right,28
Dedryck Boyata,69,55,30,50,57,69,73,38,64,65,78,Right,33
Liam Boyce,69,65,69,60,69,33,75,68,62,74,78,Right,33
Tyler Boyd,69,85,68,63,72,48,64,66,67,66,71,Right,29
Can Bozdoğan,69,61,66,68,74,62,66,66,65,64,54,Left,23
Domagoj Bradarić,69,74,55,65,69,68,63,65,69,67,71,Left,24
João Figueiredo,69,71,68,60,70,25,68,65,69,68,70,Right,28
Chumi,69,51,36,53,56,70,68,50,68,62,69,Right,25
Tim Breithaupt,69,49,41,60,59,69,68,65,64,58,64,Right,22
Marco Brescianini,69,53,64,64,66,63,72,66,69,67,70,Left,24
Mark Brink,69,64,56,67,69,62,71,69,68,70,56,Right,26
Benny,69,73,62,68,70,31,58,72,64,65,58,Left,26
Sebastián Britos,69,63,70,63,68,24,77,18,58,27,57,Right,36
Andrew Brody,69,73,40,57,66,64,71,46,61,58,69,Right,29
Moritz Broschinski,69,76,68,57,67,31,63,53,66,55,76,Right,23
Michael Brouwer,69,72,68,65,67,26,64,33,69,39,44,Right,31
Jacob Brown,69,73,69,62,69,48,72,66,68,67,75,Right,26
Nathaniel Brown,69,86,47,59,70,60,50,51,63,60,49,Left,21
Ola Brynhildsen,69,83,68,63,71,50,67,66,65,69,76,Right,25
John Buckley,69,72,60,65,71,63,68,70,70,68,69,Right,24
Julio Buffarini,69,69,58,64,68,64,78,65,70,65,75,Right,36
Marko Bulat,69,81,68,75,69,59,64,67,58,71,71,Right,22
Onur Bulut,69,76,59,68,67,63,70,67,65,58,67,Right,30
Borisav Burmaz,69,73,69,62,67,36,68,64,65,60,78,Left,23
Nathan Byrne,69,78,50,63,68,63,67,58,60,60,74,Right,32
Nelson Cabanillas,69,77,63,66,70,60,64,67,73,70,71,Left,24
Rodrigo Cabral,69,78,60,63,74,29,48,66,64,67,51,Right,24
Víctor Cabrera,69,62,39,57,59,69,72,48,60,55,73,Right,31
Alejandro Cabrera,69,54,51,63,62,65,73,65,59,67,68,Right,31
Luis Adrián Caicedo,69,57,35,49,51,70,80,39,62,63,78,Right,26
Jordy Caicedo,69,73,66,44,64,34,79,54,67,66,87,Right,26
Horacio Calcaterra,69,66,66,73,69,59,62,70,62,72,65,Right,35
Diego Callai,69,68,65,66,71,22,71,21,61,38,51,Right,20
Giacomo Calò,69,61,49,63,65,62,72,65,70,67,67,Right,27
Allan Campbell,69,69,63,65,69,69,76,68,68,70,75,Right,26
Gastón Campi,69,35,45,58,58,68,77,53,66,67,66,Left,33
Nicolás Campisi,69,67,66,65,69,39,70,40,65,36,63,Right,27
Michele Camporese,69,65,31,38,53,70,72,23,61,67,79,Right,32
Tom Cannon,69,78,69,56,72,27,59,63,66,65,74,Right,21
Andrea Carboni,69,60,36,55,61,71,67,45,65,60,67,Left,23
Thiago Cardozo,69,70,66,61,73,42,65,27,70,39,63,Right,28
Agustín Cardozo,69,68,53,66,69,68,73,69,69,64,73,Right,27
Ángel Cardozo Lucena,69,66,55,67,68,67,66,65,70,70,63,Right,29
Graham Carey,69,76,69,72,71,60,74,70,60,75,77,Left,35
Bryan Carrasco,69,85,64,63,71,42,63,62,57,68,72,Right,33
Carreira,69,65,41,60,63,66,52,51,70,54,60,Right,23
Rasmus Carstensen,69,73,48,63,67,63,71,56,64,59,68,Right,23
Wilder Cartagena,69,73,54,59,65,66,78,55,56,54,80,Right,29
Pedro Santos,69,73,56,67,69,67,70,68,64,65,64,Right,23
Gonzalo Castellani,69,60,64,74,70,55,75,73,62,73,75,Right,37
Joan Castro,69,70,38,60,64,67,63,59,62,64,72,Right,27
Nicolás Eduardo Castro,69,65,64,71,69,62,65,70,69,66,64,Left,34
Nicolás Castro,69,60,70,70,69,51,56,73,56,59,52,Right,23
Juan Ignacio Cavallaro,69,75,67,65,71,35,64,67,64,70,68,Right,30
Assan Ceesay,69,84,70,57,64,33,69,58,65,68,82,Left,30
Juan Bautista Cejas,69,81,65,66,71,48,64,66,64,50,75,Right,26
Pablo Ceppelini,69,66,67,75,68,46,60,75,57,69,63,Right,33
Ezequiel Cerutti,69,81,62,65,72,34,62,69,68,72,71,Right,32
Giorgi Chakvetadze,69,71,66,69,71,34,50,70,58,59,58,Right,25
Chapela,69,74,68,65,72,30,49,63,64,59,72,Right,25
Anastasios Chatzigiovanis,69,72,64,67,70,36,60,66,65,65,65,Right,27
Xavier Chavalerin,69,55,65,69,69,66,71,67,67,67,64,Left,33
Juan Camilo Chaverra,69,72,65,61,76,32,66,31,60,40,59,Right,31
Andrés Chávez,69,69,72,63,67,36,79,73,69,76,88,Left,33
